Time,Transaction_Amount_Ratio,Transaction_Frequency,Merchant_Risk_Score,Customer_Risk_Score,Account_Age_Months,Device_Trust_Score,Location_Risk_Score,Transaction_Velocity,Cardholder_Behavior_Score,Fraud_Risk_Index,Amount,Class
32201,-4.195,-3.261,-4.459,3.521,3.264,-1.603,0.815,-0.538,1.817,3.775,3345.62,0
108296,1.319,3.427,1.778,-1.685,4.406,-0.215,-0.202,4.072,2.23,-0.48,2110.08,0
97923,-2.884,2.315,-3.151,-4.388,-3.708,-0.427,-1.165,-3.915,4.756,-2.626,2269.41,0
29615,-2.969,1.234,-2.398,-1.483,1.558,1.857,-4.117,4.084,3.961,2.74,4295.36,0
75668,-0.49,-3.639,2.29,-1.992,-4.677,3.789,4.807,-3.101,0.196,2.171,4193.51,0
144735,1.39,4.817,3.742,0.281,-0.868,0.457,-4.388,4.113,3.191,1.009,1182.5,0
138608,0.689,0.241,1.826,2.118,-2.691,-2.96,2.467,-4.217,4.075,4.82,1888.22,0
166089,0.385,-1.501,-4.735,0.482,3.465,-3.88,-1.729,-0.39,3.271,-4.308,3621.49,0
2720,3.65,-3.304,-3.201,2.35,-1.548,1.758,2.592,-3.222,-4.901,-1.705,2728.32,0
78806,-2.072,3.153,1.406,-2.029,2.42,-4.205,-2.926,2.361,-1.185,1.522,1940.02,0
138267,-3.989,-1.424,-3.001,1.305,0.409,-0.41,3.809,1.391,-4.129,0.572,3813.6,0
71299,0.909,-2.392,3.754,-3.584,-4.317,-4.751,-3.401,-0.464,-4.828,-2.446,3977.88,0
35875,-0.494,4.606,-4.379,1.558,-2.679,-4.613,-2.796,-3.452,-3.924,2.818,343.79,0
14431,2.943,-0.629,4.305,-0.257,-3.36,1.938,-0.543,-1.696,0.031,-0.854,1164.83,0
152402,-4.839,error,-1.698,2.111,0.153,-4.534,4.094,1.048,-4.459,1.944,831.95,0
121692,4.915,-1.014,-0.456,0.487,3.859,2.832,3.636,2.28,-4.223,1.559,2510.62,0
95253,1.267,2.422,-2.865,-1.741,2.656,-0.468,-4.374,2.994,0.097,3.239,3616.51,0
62105,4.965,0.652,1.71,-1.48,4.587,-3.469,2.722,-2.716,2.873,-1.979,1746.42,0
51724,2.113,-1.01,4.135,-2.845,-3.929,1.639,0.5,-4.139,-2.405,-0.769,104.92,0
78353,0.297,2.707,-2.191,4.931,-1.405,2.381,-4.434,4.78,-1.996,4.338,1179.78,0
122973,-2.777,-3.685,-3.489,-4.176,-1.858,-1.062,-0.007,0.034,4.619,-2.821,2778.39,0
48506,-3.733,0.565,-2.278,4.706,-0.82,-2.535,-4.147,-0.444,2.194,-2.109,2526.91,0
145033,0.687,4.096,-2.366,-4.586,-1.607,-3.922,-0.214,3.769,-3.598,-2.112,2651.41,0
77808,2.255,-0.018,-3.967,-2.528,3.925,-1.471,1.351,2.429,3.002,-2.42,4383.52,0
58647,-1.893,4.155,4.735,-3.618,-2.106,-0.1,3.551,2.189,1.522,4.544,567.81,0
72082,4.271,-2.984,-2.046,-2.113,0.018,0.807,1.569,3.896,-1.31,4.923,3001.97,0
128005,-0.693,2.281,-1.239,4.413,1.058,4.487,-0.37,3.466,-0.542,-4.061,219.59,0
166375,-4.61,-1.201,-2.759,3.496,1.955,-3.858,-4.525,-3.759,-0.491,-4.267,631.57,0
130259,-1.559,-0.875,-1.196,-3.798,2.629,-1.866,0.472,4.68,-3.251,3.056,3618.57,0
76525,4.438,error,1.234,-0.262,-0.708,-2.467,-0.753,-2.684,4.237,2.438,3650.86,0
172097,-2.429,0.465,-1.559,3.227,-0.049,2.607,0.658,-1.015,2.424,1.765,2196.68,0
99605,1.14,-4.157,-1.124,-4.817,-2.015,-0.874,-0.75,0.317,-4.172,-3.055,4685.13,0
57662,4.982,-1.249,3.29,2.072,-1.838,3.13,0.752,3.67,-3.261,-1.778,4688.44,0
25334,-0.073,3.984,2.553,3.84,-4.147,2.627,0.484,-2.816,-2.98,-0.465,2143.15,0
103343,-3.07,-2.14,-3.095,1.063,-2.805,-0.774,1.736,-2.73,-3.66,-3.066,2180.89,0
45857,-4.251,-1.505,1.633,3.96,2.929,4.764,2.741,-3.48,2.751,1.397,4831.81,0
70894,1.104,-4.121,-3.63,-2.413,-1.362,0.533,1.007,-3.107,-4.548,1.701,2754.66,0
137967,3.887,-3.564,3.765,-1.744,-1.551,0.358,-4.745,4.761,4.297,-1.857,2208.76,0
170903,-3.117,-3.483,-3.775,-1.823,0.875,4.926,2.913,-4.395,-3.308,-0.563,4866.52,0
111834,4.12,-4.655,-3.791,-2.809,1.874,-2.525,-2.716,-4.8,-1,2.066,3227.67,1
58479,-1.706,0.784,-4.074,4.46,3.853,-4.501,2.988,3.021,-2.005,-2.352,2593.57,0
29943,0.072,2.206,3.336,1.64,-4.695,-3.112,-0.865,0.815,-0.021,-4.328,1249.41,0
121339,4.498,2.378,4.625,2.208,-4.077,-0.737,-4.981,-1.8,-3.856,4.521,3169,0
28710,-4.675,-1.25,0.046,1.331,-1.122,-3.712,4.725,-4.126,-4.465,-3.84,1582.75,0
156516,-4.561,3.036,-0.496,2.665,-4.191,4.389,2.65,-2.088,-2.942,4.132,4560.82,0
146054,,-1.476,-3.34,-1.654,4.47,-4.663,-3.857,4.081,-4.379,3.906,2857.67,0
31757,-0.633,-1.955,2.732,4.387,0.929,3.278,-1.78,-2.207,0.507,-2.658,3226.41,0
112956,,-3.96,2.225,-3.684,-3.639,0.428,0.304,-1.121,3.614,0.283,87.6,0
65001,2.324,1.499,-1.096,0.113,0.791,-3.36,3.773,-0.52,3.553,3.253,3844.42,0
136123,-3.455,0.108,1.865,-3.05,-1.058,2.266,2.223,1.618,-0.652,-1.769,4746.68,0
75592,-4.849,-0.965,-4.546,-3.881,1.81,1.784,1.09,-3.774,2.498,1.729,4672.92,0
169160,1.566,-3.963,-4.555,1.318,-1.835,-2.221,-3.961,-0.437,-2.94,1.244,4093.14,0
127384,-0.525,1.435,3.54,-2.154,-4.515,4.259,4.301,1.2,-1.554,1.479,631.71,0
149132,3.34,1.363,1.295,2.992,2.857,-0.588,-0.876,4.384,2.279,1.402,4536.17,0
21375,3.664,3.6,-3.368,-3.579,2.677,-3.643,0.206,-2.138,-0.822,1.806,4831.69,0
40979,-1.215,-3.887,2.252,-0.372,-0.791,3.509,-4.291,-1.409,3.877,-2.141,2275.54,0
54801,3.807,2.194,3.315,-0.645,0.256,-4.438,-0.024,-1.2,-3.225,0.608,904.29,0
17946,3.263,-0.34,2.123,-4.552,1.087,2.797,-2.824,0.073,0.789,-0.471,4392.1,0
168187,-3.855,4.561,-3.401,-0.598,4.755,-0.919,0.331,4.551,0.897,0.728,4248.3,1
4823,0.322,-0.815,-2.466,-4.106,1.287,-4.879,3.753,-4.543,-4.158,-0.985,352.34,0
128374,-0.909,4.323,2.029,-4.489,-0.449,3.857,-4.846,-4.684,-4.308,-0.327,1288.94,0
77175,3.466,-2.855,-2.92,1.641,-3.329,0.907,-1.125,1.936,-4.467,3.144,1111.03,0
26822,3.224,-0.692,2.263,-2.824,-3.308,-0.862,2.015,1.079,4.803,2.489,1827.99,0
1341,,-2.278,3.208,1.201,-2.58,-0.528,-2.701,-4.394,-0.332,3.729,4061.36,1
79240,-3.431,-1.417,1,1.017,3.554,-2.189,-0.447,1.048,1.366,-1.557,4441.63,0
114541,-2.523,-3.851,3.551,-0.566,-1.44,0.543,4.038,4.193,-1.529,2.89,3051.96,0
153018,0.457,-3.352,2.878,1.498,0.057,-4.76,4.914,3.696,-1.954,1.468,686.65,0
779,-4.97,-1.062,-2.097,-4.222,0.887,-4.287,4.754,3.477,2.474,-0.514,4793.51,0
73672,-1.378,-0.123,-0.374,1.04,4.484,4.395,4.693,-3.011,-0.917,-0.904,930.05,0
153701,0.903,2.025,4.592,-0.376,4.87,-3.727,-0.284,-3.933,2.193,-0.332,1198.68,0
110336,1.023,1.541,-2.235,0.032,2.611,3.728,4.131,2.828,-4.284,-2.611,4306.65,0
93657,4.868,3.867,4.457,4.301,1.972,-1.521,-2.934,4.687,3.548,-0.419,4385.02,0
142481,-1.832,2.66,-3.08,0.923,1.518,3.964,-4.463,1.008,2.654,-2.289,4034.7,0
44728,2.477,-4.145,4.91,-2.689,4.183,-3.8,0.641,-2.214,4.399,-4.17,418.62,0
22395,,-4.394,-2.804,1.478,0.959,0.808,4.248,-2.459,3.22,-4.269,4250.26,0
65853,0.479,-2.562,3.168,-3.304,1.047,2.58,-3.786,-0.435,-4.279,2.272,1375.32,0
96287,1.156,2.557,-4.281,4.983,4.475,-4.013,-4.744,-2.503,-0.601,3.796,?,0
83452,1.328,-0.023,-4.849,-3.818,-0.527,4.843,2.568,1.523,-4.648,-1.347,3009.83,0
15089,-4.377,4.073,1.383,-2.933,0.93,-0.562,-2.292,4.145,-0.465,-3.82,4836.71,0
115070,-2.523,1.802,-2.788,-1.272,-2.786,-4.356,0.932,2.096,3.135,-3.123,916.42,0
143045,3.876,2.187,2.41,3.358,2.613,-4.138,-0.185,2.035,0.047,-4.337,2148.33,0
134876,0.168,-2.21,0.956,-1.335,-3.474,0.118,2.609,0.097,1.941,4.026,3909.88,0
164986,-0.362,-4.45,-3.42,4.893,0.605,0.751,-2.935,1.541,3.487,-0.219,1503.92,0
117952,2.517,1.409,-0.523,2.269,-2.571,-4.254,4.705,2.512,1.372,-0.479,2748.64,0
138547,-2.228,4.331,2.163,4.117,2.74,-1.129,-0.981,2.141,0.824,0.807,4844.81,0
20422,-4.439,0.424,4.856,4.603,2.677,4.682,1.645,-3.426,-1.37,4.163,4824.4,0
54682,,1.567,-4.858,-4.082,2.28,0.55,-2.739,-0.239,2.502,-3.68,4959.21,0
25257,,-1.994,-0.875,-4.508,-4.407,3.033,-3.189,-0.76,2.864,-1.626,3540.16,0
151330,-0.856,-3.617,-2.941,-3.881,2.458,-1.495,0.828,-4.584,-4.573,-1.513,3340.49,0
95667,2.276,-1.144,4.572,-0.599,1.547,-3.488,-2.273,0.399,-0.222,-3.236,4203.34,0
103606,-0.151,-4.297,-3.172,4.082,4.756,-1.81,4.072,3.641,0.269,2.512,4565.16,1
141551,-2.046,1.301,4.227,0.621,-4.882,4.698,-3.698,1.387,-2.058,2.57,2970.66,0
162754,3.898,0.834,1.33,0.062,-1.147,-1.448,3.517,1.436,-1.073,-2.041,3028.37,0
137154,,4.836,-2.727,4.523,1.956,-2.097,0.74,0.001,3.856,3.058,2265.25,0
49629,-0.34,-2.181,3.451,-3.299,2.314,-0.391,0.682,-3.072,-0.836,-1.201,3067.98,0
60987,0.099,-0.356,4.779,-2.458,-2.905,-4.956,1.383,-1.35,-0.04,-4.384,2835.17,0
135353,-2.276,-1.023,0.346,-0.856,-3.981,-2.239,-4.472,1.548,1.656,2.821,3637.38,0
82367,-3.316,-0.98,-1.511,0.722,-3.185,3.76,-2.253,-4.844,0.78,4.077,4582.87,0
151317,-0.969,3.487,-3.923,-1.093,-3.411,-0.998,1.472,4.868,3.456,0.024,140.37,0
146411,-0.286,2.357,-3.08,-1.439,-0.149,0.363,-3.813,1.948,0.483,-4.947,926.21,0
73539,-3.967,4.324,1.017,-2.072,-4.358,3.983,-0.412,2.28,-3.887,0.475,1012.94,0
61086,-1.124,0.785,1.277,-0.517,-4.44,-2.523,3.569,2.165,-1.742,-4.596,4241.75,0
65894,0.023,-0.85,-3.667,-2.981,-2.186,-3.842,-4.779,-1.872,-4.725,-2.564,2139.23,0
135066,-4.224,-4.924,-3.028,-3.404,-4.287,-3.795,-0.122,-0.565,1.458,2.858,690.39,0
145952,4.108,2.065,-0.388,2.994,-0.909,-0.135,2.22,-3.373,-1.925,0.621,2036.31,0
67333,-1.117,-0.154,-0.764,0.802,-4.182,-1.532,-0.265,-0.156,2.688,-1.228,?,0
70558,-2.158,-3.656,-1.615,3.621,-0.336,-4.791,-1.859,2.799,-3.946,-0.918,4006.07,0
30722,2.79,-2.727,3.427,-3.681,-3.319,3.308,-2.397,-0.102,4.805,2.981,4516.58,0
93538,-4.271,4.177,1.303,4.479,0.086,2.968,3.252,2.542,-1.893,3.827,4410.16,0
150288,3.231,0.975,-4.707,0.227,1.864,-4.475,-3.046,-2.992,-1.815,-4.784,1305.19,1
105959,-4.417,3.192,1.405,4.194,0.266,-4.677,-1.241,2.309,3.357,-3.168,2960.42,0
139946,3.258,error,-4.588,4.866,4.057,3.89,2.595,-1.785,4.551,4.765,3833.1,0
148415,-2.829,2.555,-1.611,2.087,-4.799,1.506,-4.249,-2.278,0.856,2.516,1411.29,0
5799,2.169,-1.878,2.975,3.392,-3.206,3.496,-4.929,0.704,-0.488,-2.589,2403.74,0
11874,-0.83,-0.409,4.59,-4.507,-0.643,1.311,-3.062,3.278,0.859,-3.406,4471.7,0
160380,4.206,1.013,2.104,2.252,2.277,-0.116,4.311,1.393,0.444,3.361,3593.71,0
99701,-4.756,1.194,-0.462,-4.904,-1.139,1.882,1.156,-0.68,-1.885,-0.152,4211.82,0
102197,-3.473,3.14,-3.51,2.454,-3.249,0.773,-1.082,-1.063,-0.091,-4.813,1567.81,0
131397,0.66,-3.65,1.9,-1.899,-4.421,1.71,-3.131,-0.624,-2.285,3.834,2774.76,0
102026,0.974,-0.107,0.415,-3.244,-4.906,4.767,1.766,3.04,-0.074,3.386,2133.81,0
14392,0.893,4.361,4.52,-4.643,0.663,3.949,2.982,-3.973,-1.21,-0.359,4047.16,0
137637,-0.048,0.706,4.903,4.689,-4.361,0.028,-2.728,0.172,-4.872,3.904,306.25,0
130970,-0.909,-0.298,-1.46,0.531,2.096,2.697,2.527,-1.174,1.903,-1.232,306.76,0
63975,-2.312,-0.284,-3.062,4.761,0.742,-1.634,-0.051,2.328,3.724,-4.246,458.06,0
10785,3.421,4.449,1.074,2.189,1.002,-1.409,0.284,-2.611,-0.301,3.785,2130.13,0
62277,-4.699,-0.131,-3.806,-0.515,-1.17,2.223,-4.091,-3.02,-0.02,-0.415,3326.67,0
27233,2.428,4.586,0.792,2.447,-2.666,0.352,2.14,-1.111,-4.482,0.447,2367.91,0
66781,-4.458,2.795,2.839,-2.977,3.487,4.511,-4.714,-4.094,-3.95,-4.871,95.74,0
152275,3.771,-2.598,-3.545,2.783,-4.896,-4.012,3.14,-2.566,2.874,0.724,2448.79,0
21510,1.176,1.47,-0.121,4.189,3.227,-0.359,-2.293,3.676,4.524,4.247,391.22,0
43693,4.506,0.745,-4.708,0.288,-3.278,3.16,-3.45,-4.371,-1.219,0.443,2045.17,0
30001,4.108,3.115,4.843,-1.346,-1.349,0.729,-1.985,2.477,-2.456,-0.442,2045.79,0
101961,0.058,-2.519,4.807,-4.13,4.864,1.609,1.957,-4.412,0.142,4.113,2458.77,0
49863,-0.664,-2.497,-2.725,4.397,-2.748,-1.836,3.019,0.61,1.367,-3.583,4390.44,0
130483,-2.079,-0.687,1.308,2.862,-4.133,1.853,-4.858,-4.741,-1.629,2.046,232,1
65938,4.11,-0.879,-3.974,2.88,1.172,-3.892,-4.407,1.371,3.2,0.529,265.43,0
111165,-0.411,4.261,3.623,-2.156,-2.77,4.205,-4.649,-3.935,-2.166,-0.704,1994.13,0
82923,-0.353,-1.556,-2.809,1.281,-4.777,4.609,1.052,0.248,-0.692,4.878,79.79,1
63771,2.843,3.71,-4.308,-1.57,1.231,-4.793,2.878,-1.83,4.227,4.313,3306.59,0
52989,3.651,-3.882,1.919,-3.124,-4.993,-2.625,2.643,1.364,-1.648,3.686,1873.39,0
76251,-3.21,-0.176,-0.045,1.281,-0.994,1.421,-0.977,-4.59,2.273,2.364,284.12,0
1441,-0.492,-1.394,-2.803,-0.961,-1.04,0.901,-0.487,2.576,-2.398,1.55,1379.86,0
116272,-1.721,-0.677,3.746,3.403,-4.555,1.096,-3.614,2.846,-0.791,-1.17,1962.1,0
64559,,-3.795,-0.745,-0.296,-1.79,-0.552,4.118,3.167,-3.026,2.751,2296.26,0
20225,-3.512,4.422,-0.237,-1.704,-2.679,-1.972,4.373,0.162,1.286,2.942,2574.68,0
43562,-0.478,-4.219,-4.478,-2.012,3.439,2.472,-0.012,2.588,3.131,2.314,799.24,0
1078,0.095,1.98,4.562,-4.086,-2.39,-1.441,4.294,4.621,4.515,-4.179,1431.25,0
31777,0.03,1.374,0.309,-2.647,-2.184,2.666,1.332,3.537,-3.865,4.986,2768.01,0
73558,3.894,0.076,-1.357,4.916,-2.582,-3.936,0.417,4.448,2.718,-3.745,2112.75,0
63092,-4.874,3.508,-4.838,2.324,-4.515,4.13,1.561,2.945,-1.978,3.088,2187.46,0
102710,0.569,1.045,-3.2,0.149,-4.665,-4.477,1.42,3.791,3.567,0.855,1635.73,0
98175,2.14,4.195,1.732,4.017,2.23,3.523,2.891,-3.044,2.673,0.056,2287.3,0
46568,0.736,4.624,-3.654,4.354,-1.693,2.612,2.082,0.601,-3.806,2.417,2424.34,0
121069,-0.04,1.196,-0.004,3.374,-0.164,3.94,-4.128,-0.302,4.224,3.495,1603.05,0
46332,-0.226,-4.065,-1.1,-1.204,-3.337,-3.75,3.478,2.998,4.702,2.213,1128.34,0
93219,-3.355,-1.083,1.236,0.688,-2.228,-2.73,1.129,2.419,2.586,-4.735,1452.84,0
133764,-4.155,-0.146,-1.883,-4.306,-3.895,-2.393,2.45,-0.885,1.06,-3.101,3085.91,0
67814,-2.323,0.152,-3.621,0.089,-2.547,-4.313,-4.169,4.894,-1.089,0.025,1324.04,0
64215,-1.049,0.246,-4.358,-3.288,2.469,-1.425,3.5,-2.83,0.673,1.388,1827.92,0
29620,-3.159,0.455,-3.05,-3.054,1.447,-3.262,-3.423,-1.359,-2.944,-2.03,884.71,0
43293,-2.932,-1.637,-1.459,-2.397,-1.891,-1.722,-1.034,4.861,-4.135,-0.073,?,0
4211,,0.712,-2.976,-4.204,0.454,1.035,0.371,3.113,-1.033,-2.07,1801.93,0
128880,-2.464,error,-0.064,2.155,2.105,-0.403,-3.369,4.718,3.785,-0.657,2018.81,0
101965,-2.175,1.955,1.303,2.296,-2.143,2.25,-3.442,-3.054,4.595,-3.334,1364.13,0
158223,1.488,-3.033,0.856,-0.06,4.792,-3.386,-1.389,-2.208,-0.087,4.276,666.95,0
66966,-3.447,-4.229,2.069,0.654,-4.431,-0.472,-4.414,-2.733,-0.873,0.502,4629.23,0
50703,-1.346,0.995,-4.285,3.327,-1.542,4.815,-4.623,0.742,-0.12,4.135,2680.61,0
66754,1.284,-4.829,-1.788,-4.923,0.105,-2.008,-0.92,0.141,0.507,-0.376,3235.08,0
14301,-3.673,1.571,-1.109,0.905,-3.896,-1.805,3.783,1.703,3.247,0.656,4010.44,0
30167,3.806,0.668,-3.213,-0.359,-4.352,0.925,2.524,2.033,-4.801,4.894,807.66,0
89268,-2.706,1.533,-4.321,-2.925,4.206,3.456,-1.789,4.375,1.466,4.939,2076.91,0
166396,-2.836,-0.139,4.203,3.948,3.747,4.569,-3.996,-4.07,0.511,4.093,1957.3,0
55419,-2.156,1.58,2.854,-4.081,-0.094,-0.373,1.133,-1.654,1.798,3.161,2487.7,0
118505,4.86,-3.19,-2.447,2.734,-2.191,-0.349,-0.766,0.454,-0.433,0.729,2136.34,0
27761,-3.851,-4.808,2.31,-3.505,-3.849,-0.832,-0.31,-1.165,-2.587,-0.841,618.48,0
148669,3.869,3.479,0.628,2.816,3.702,4.84,3.833,0.699,3.999,-1.285,1610.09,0
112872,-1.215,4.843,-2.403,-4.986,-1.309,-0.898,-4.539,-1.294,1.252,2.681,2947.49,0
52121,-3.18,-3.886,2.141,-0.122,0.442,-2.847,-0.018,1.953,4.448,1.242,2244.58,0
317,4.552,1.66,-4.967,-4.001,-1.908,-4.846,-3.381,-3.591,-1.137,4.146,4540.15,1
51935,-0.915,1.291,0.63,1.806,-1.211,-3.095,-1.844,-1.469,3.186,4.77,4174.07,0
148807,1.915,3.133,-3.125,2.838,0.478,-2.927,-2.045,1.943,-4.61,-0.51,?,0
129613,1.914,2.851,-0.775,-0.642,1.417,-4.556,-1.296,4.478,-0.506,-1.012,4519.83,0
93235,-4.18,-0.056,2.521,-3.62,3.085,-2.818,-3.542,4.896,-0.652,-3.098,1490.07,0
143681,3.389,3.079,0.07,-3.126,4.817,-3.375,4.322,4.512,4.009,1.205,4348.03,0
5628,-1.057,-3.128,-3.485,-1.537,-3.325,3.368,-4.893,0.435,1.541,0.28,2315.19,0
9716,-3.514,4.359,1.61,3.839,3.334,-0.716,-2.354,-2.994,3.892,-1.217,840.48,0
19708,3.711,-3.989,-3.44,-4.315,-2.539,3.46,4.024,1.039,2.93,2.652,4037.08,0
99,-0.183,0.02,3.008,-4.198,0.851,2.084,-1.308,0.431,-1.591,-3.015,4506.19,0
74293,3.683,3.526,-0.28,-0.551,4.249,2.502,-1.968,4.039,2.037,-2.23,4305.38,0
169722,-4.719,2.092,4.272,-3.642,-4.171,1.619,0.081,1.98,-1.433,-4.362,218.71,0
6919,-0.431,-2.684,-0.58,3.101,1.589,-0.245,-1.785,-2.486,-1.066,-3.131,3319.17,0
85017,-0.681,4.927,2.492,4.402,4.59,-4.782,3.217,4.776,-3.397,3.004,4888.82,0
144876,,0.802,2.651,3.029,-2.973,-3.106,-3.231,2.496,-0.182,1.532,2316.47,0
3440,0.555,2.345,3.995,2.623,3.31,-3.889,2.514,4.826,-3.471,4.984,1515.19,0
104825,2.555,4.284,-2.305,3.694,2.738,1.56,-2.043,0.291,1.259,-2.243,1130.63,0
38374,3.888,-2.719,1.666,1.331,0.293,-2.813,-2.006,4.321,3.957,3.036,1908,0
84197,-4.307,2.383,2.355,-2.164,-3.22,1.928,0.141,-4.134,-0.871,2.916,2414.38,0
111331,-2.803,2.092,0.771,-4.567,-1.1,-2.631,-1.53,1.46,1.879,1.661,1524.36,0
55562,-1.591,1.568,-2.571,-3.492,-1.043,-3.102,4.962,1.988,1.473,0.492,2165.3,0
171418,3.889,2.397,-2.742,4.468,-0.162,-2.644,2.721,3.297,0.309,0.954,2780.74,0
53029,-1.635,4.708,-2.179,-4.212,-4.728,1.808,-0.1,-2.799,1.168,-4.727,4868.7,0
60209,-3.251,-0.028,2.542,0.335,-4.332,0.861,-2.393,3.929,0.407,-3.621,1611.98,0
17901,0.069,1.65,4.274,-2.205,-0.65,4.191,3.26,4.265,-0.382,3.704,3311.35,0
115283,-2.892,-0.811,-4.866,4.766,-1.575,4.589,-3.76,4.227,-2.725,-2.704,4488.49,0
77878,-3.008,-3.547,-2.399,1.498,-0.242,-1.653,-4.486,4.84,-2.786,2.393,?,0
134303,-3.582,-3.638,1.565,-3.693,4.509,-3.891,-1.199,1.879,0.373,4.148,2464.81,0
122274,-4.966,1.881,-4.321,1.299,-0.499,-3.571,0.944,4.444,-3.711,3.985,3354.46,0
72637,-0.08,-1.033,1.118,-2.811,1.574,0.639,1.983,-4.595,-0.988,3.586,4015.25,0
154974,0.834,1.286,2.933,-2.297,-2.409,4.153,3.528,-0.917,-0.627,-0.659,76.08,0
96302,-4.177,1.532,2.685,1.011,-3.196,-1.6,-4.466,2.579,-2.658,4.618,1283.73,0
47103,4.6,0.374,4.367,2.791,1.929,-1.697,3.761,-4.57,-3.636,-3.828,3940.78,0
49571,4.949,2.473,-3.092,-4.698,-4.289,-2.985,-3.084,1.205,-0.014,-0.728,1814.87,0
8654,2.423,3.366,1.081,-0.943,1.401,-2.669,1.821,-2.778,-4.075,-3.549,2616.68,0
154621,-0.214,2.641,2.257,1.414,-2.905,3.469,1.575,-0.147,1.48,-0.394,3870.05,0
142178,-0.946,-3.818,-0.103,-3.566,-4.136,-4.484,-2.719,2.29,-0.862,-1.818,664.89,0
46507,4.016,-4.619,0.87,3.272,-3.491,-4.725,4.08,-4.946,2.436,0.403,2547.92,0
170702,-3.677,-1.958,-3.274,0.853,2.011,-1.837,3.546,0.402,3.471,-2.145,157,0
144350,-0.551,3.693,-4.195,-0.127,1.729,3.358,1.255,-3.594,1.42,-4.34,177.73,0
112644,-4.837,2.734,1.758,-0.248,-3.024,2.609,-4.799,2.309,-0.826,2.466,1665.18,0
15533,-2.896,-2.558,-1.234,-4.068,4.375,2.612,1.352,4.499,-2.737,1.502,471.13,0
97931,4.789,2.807,1.719,1.526,3.294,-0.128,1.777,3.512,1.169,-4.188,3428.2,0
26192,4.993,1.862,-4.11,4.953,3.667,-2.657,-1.284,3.864,4.011,-2.341,4224.13,0
164867,4.879,2.638,-4.228,-1.109,-2.386,0.26,-3.448,1.095,0.986,4.143,4027.09,0
6581,-2.555,3.282,-0.458,3.54,-4.363,4.537,-1.893,1.069,-4.492,-1.15,3439.52,0
104767,2.734,4.911,1.601,0.494,-0.799,-3.912,1.802,-2.905,4.577,4.917,897.31,0
144232,0.919,1.716,-4.708,-3.586,0.252,0.898,-3.744,-2.073,-2.799,0.06,3340.79,0
9615,-1.584,-0.516,-4.866,-4.578,-4.544,3.935,0.747,-0.844,-4.294,0.495,1122.73,0
124727,-3.507,2.951,-0.656,4.35,-4.305,-1.542,2.018,4.513,-3.928,4.304,2539.36,0
93839,-1.461,0.373,-2.151,-1.561,-2.781,4.87,1.363,-0.011,0.081,-0.424,3104.84,0
46087,-4.112,-1.164,0.219,1.627,-4.892,0.08,0.716,3.827,3.42,-2.24,4496.28,0
25560,1.061,-1.49,-0.982,1.225,2.469,-3.533,-4.764,-4.728,0.305,0.155,2122.81,0
137298,-0.684,-1.403,-0.879,4.288,-0.146,3.479,-1.161,-0.513,2.012,-1.451,970.96,0
33194,-3.525,0.396,2.845,2.771,1.865,1.335,-1.656,2.734,-3.722,-4.137,3524.58,0
49303,4.115,-3.835,4.633,3.199,3.593,-4.361,2.459,3.861,0.509,-3.312,3066.29,0
53123,1.103,-3.907,-3.517,3.151,3.079,-1.922,1.841,-4.267,-0.006,-2.096,4138.24,0
52608,2.68,-2.65,-4.962,-1.894,-2.331,-2.913,-0.878,-3.124,-1.47,2.578,632.45,0
169071,3.189,-4.349,2.747,0.324,3.579,-4.732,2.11,1.32,-2.229,-3.385,707.33,0
105976,1.974,4.755,-0.745,0.747,-3.902,-1.709,-2.249,3.076,-1.038,-2.591,1652.64,0
155029,-4.313,-3.292,-2.605,-2.553,-4.037,2.962,2.814,1.032,-1.511,3.93,4550.9,0
129746,-2.272,-3.171,2.616,2.851,1.931,0.439,-3.826,-2.692,4.21,1.11,252.26,0
135701,-0.63,1.44,0.565,-3.377,0.383,-0.995,3.084,0.817,-4.393,0.891,4843.13,0
11040,-1.393,4.74,0.777,-1.672,2.026,-4.425,4.752,1.664,-1.719,1.967,4523.91,0
107784,4.413,-3.211,1.713,4.578,-4.909,-2.583,1.048,1.815,0.176,-1.122,2824.38,0
53968,-4.728,2.945,-0.649,-1.462,-2.308,3.031,-3.389,-4.581,-1.348,-0.668,1554.19,0
127231,2.054,-3.84,-1.453,4.358,-1.033,0.164,0.423,-1.51,-1.385,-2.244,2316.47,0
152991,3.907,4.801,-4.401,-3.098,0.833,2.499,-2.548,0.238,-3.594,2.279,2283.57,0
21274,3.195,4.367,-0.789,1.038,1.241,-1.466,4.78,1.302,0.782,2.673,4347,0
107713,-0.502,1.999,-4.025,1.398,-0.889,1.427,3.881,0.771,2.087,-1.968,1696.83,0
357,0.415,-2.315,-2.642,-1.381,3.106,2.079,1.215,-3.541,3.445,3.195,4081.64,0
24895,-0.928,error,-3.237,-0.072,-1.847,2.842,4.068,1.548,-0.591,-4.803,1861.35,0
29617,0.168,0.494,-1.761,0.366,-1.996,3.996,3.118,4.454,1.05,0.86,3688.45,0
122474,3.814,-4.786,1.045,3.544,-0.285,1.618,4.894,-1.613,4.985,-1.39,602.65,0
100728,0.136,4.245,3.604,-2.006,4.967,0.746,1.486,2.371,-0.262,-2.582,1105.16,0
133916,-0.837,-1.337,-3.701,1.268,-2.285,-4.893,4.83,-2.067,0.261,-2.762,1953.96,0
